epoch,move legality,average reward,game len,off pol %
0,0.3045535063687637,-0.17386162340780906,11.25,0.44842102803959427
100,0.6853131922343755,-0.07867170194140596,3.69,0.3158758324842179
200,0.7596895065820358,-0.06007762335449102,2.6775,0.31646367507901496
300,0.7674896576102869,-0.05812758559742812,2.545,0.3170164746838241
400,0.7510374602430844,-0.06224063493922882,2.56375,0.3336659616143922
500,0.7477058994889836,-0.06307352512775423,2.9175,0.3303171365484039
600,0.7407967303930633,-0.06480081740173406,2.9075,0.3341660048948264
700,0.7691898289071186,-0.05770254277322055,2.52,0.307040234105581
800,0.7592430772028799,-0.06018923069928021,2.405,0.3381594077813558
900,0.7683956507147285,-0.05790108732131809,2.43875,0.31158637821287094
1000,0.7531361842846622,-0.0617159539288343,2.59625,0.3175284726247615
1100,0.7441508992045636,-0.06396227519885908,2.72625,0.3365918703743382
1200,0.7473540584537613,-0.06316148538655986,2.76125,0.32478770974568344
1300,0.7729955588592959,-0.056751110285176036,2.6475,0.314589291170009
1400,0.7600090047887734,-0.05999774880280654,2.7925,0.2994996240532762
1500,0.7605975163632818,-0.05985062090917956,2.76,0.3247629541369615
1600,0.7486579550135201,-0.0628355112466199,2.62,0.33529602482498383
1700,0.759036882726757,-0.06024077931831081,2.6525,0.31940338197241364
1800,0.745207337249754,-0.06369816568756119,2.49375,0.3304282694420527
1900,0.7562089022581355,-0.06094777443546622,2.68875,0.31499380722992265
2000,0.7638493344879694,-0.05903766637800777,2.5975,0.3141555283245724
2100,0.759775654364708,-0.0600560864088232,2.64625,0.31959781657046354
2200,0.7538899055192299,-0.06152752362019275,2.60125,0.320888052772541
2300,0.7701372952740853,-0.05746567618147877,2.62625,0.31847945397537153
2400,0.7582636229971171,-0.060434094250720855,2.77625,0.30737814066556957
2500,0.7657072295573473,-0.05857319261066306,2.715,0.30705124929506566
2600,0.7655316412616296,-0.05861708968459257,2.50875,0.315046202122701
2700,0.7690137857007789,-0.05774655357480534,2.585,0.34180205326961594
2800,0.7701322557497747,-0.05746693606255633,2.565,0.30972757152493696
