epoch,move legality,average reward,game len,off pol %,loss
0.0,0.5559163810467525,-0.11102090473831171,5.057795603996409,0.14553302024191345,2617.871740579605
300.0,0.8426556370789635,-0.03933609073025906,1.8136971464390446,0.13649175771800637,2298.5782268047333
600.0,0.8393191676281828,-0.040170208092954254,1.8346892851248877,0.13719074086888458,1923.418401479721
900.0,0.8424721270730247,-0.03938196823174378,1.8424910017581169,0.1410429234492249,1941.91432595253
1200.0,0.6845861617493266,-0.07885345956266823,3.0250197053838948,0.1432192099221333,1081.3131864070892
1500.0,0.652529709500856,-0.08686757262478571,3.2965600351290485,0.1442017248099408,818.7165892124176
1800.0,0.6762525869507836,-0.08093685326230393,3.0985719906361653,0.14033612869797274,1009.7688080072403
2100.0,0.6665456170423694,-0.08336359573940758,3.257553314041228,0.14378935037543555,609.9493879079819
2400.0,0.674924413178821,-0.08126889670529452,3.1834214111727333,0.14188603733026953,999.1676073074341
2700.0,0.6712734611174731,-0.08218163472063168,3.146393423633241,0.14331140284729865,753.2579247951508
3000.0,0.6869359149558893,-0.07826602126102755,2.9606105816950183,0.1411255140353942,1113.706583738327
3300.0,0.6710348617518183,-0.08224128456204521,3.1740732595113608,0.14415969381709334,731.4271948337555
3600.0,0.6882296510327528,-0.07794258724181155,3.027154059760681,0.14358036211334463,1037.825689315796
3900.0,0.6936411477164312,-0.07658971307089202,3.205279501721174,0.14046263458445185,735.7393896579742
4200.0,0.7032796693411015,-0.07418008266472456,3.109850359515598,0.1391957323264362,892.9055194854736
4500.0,0.6842336394341073,-0.07894159014147309,3.0553583892703196,0.14180967476606576,1020.4821979999542
4800.0,0.6736029504560066,-0.08159926238599807,3.2331133450572516,0.14300550150282978,763.6700203418732
5100.0,0.6924242343443412,-0.07689394141391451,3.0891657510747597,0.14046593806592111,679.2616081237793
5400.0,0.6996251600864685,-0.07509370997838268,3.1214792363569317,0.14020287771287426,765.0757443904877
5700.0,0.7004523416449591,-0.07488691458876015,2.958506086555937,0.1383945399125843,990.2083599567413
6000.0,0.7226648772278207,-0.06933378069304466,2.9704923717029135,0.1338980949398524,803.145179271698
6300.0,0.7189548219409887,-0.07026129451475266,2.9237610746320915,0.13724936353027364,795.607053399086
6600.0,0.7120436578807714,-0.07198908552980701,3.012524669618079,0.13468820555285177,1001.7865514755249
6900.0,0.7089945561544615,-0.07275136096138447,2.9672768367181663,0.13870124963384398,814.6177787780762
7200.0,0.711495210820737,-0.07212619729481558,2.9501662336820837,0.13203821662922022,745.7471101284027
7500.0,0.6998037827190037,-0.07504905432024894,2.879100586364709,0.13606499230034952,1059.7232060432434
7800.0,0.7273653927931594,-0.06815865180170998,2.7355619870099783,0.13306381978659854,1236.5046854019165
8100.0,0.7005459058853063,-0.07486352352867334,2.8964801348133284,0.13352956096769064,660.3537888526917
8400.0,0.7285956533582864,-0.06785108666042827,2.883533684041473,0.13035407250817097,969.577787399292
8700.0,0.7326683713127332,-0.06683290717181659,2.8790076287918995,0.1339437729537276,943.3643287420273
9000.0,0.7384226991149876,-0.06539432522125296,2.724899580816191,0.12919646146267522,1046.8962647914886
9300.0,0.7336523522610423,-0.06658691193473922,2.7472416575545715,0.13242878485413323,893.5647485256195
9600.0,0.7290214447883793,-0.06774463880290497,2.9297651117111627,0.13315141880429032,679.0711263418198
9900.0,0.7257441542124281,-0.06856396144689288,2.9417242561553043,0.1315846193595104,993.8605616092682
