epoch,move legality,average reward,game len,off pol %
0,0.33021616541353377,-0.16744595864661654,6.125,0.37088032581453634
100,0.6923020658119391,-0.07692448354701525,3.2825,0.3411144447611687
200,0.7594264309444247,-0.06014339226389385,2.5875,0.3352079393007086
300,0.7546874998094288,-0.06132812504764286,2.7825,0.3177309917060784
400,0.7556882585071557,-0.06107793537321091,2.69125,0.32702780120191244
epoch,move legality,average reward,game len,off pol %
0,0.344237012987013,-0.16394074675324674,4.625,0.2767270923520923
