epoch,move legality,average reward,game len,off pol %
0,0.318140243902439,-0.17046493902439025,7.5,0.4535351335656214
100,0.6980583420037522,-0.0754854144990619,3.51,0.33223943283034524
200,0.7574144249189364,-0.060646393770266184,2.6925,0.3356185995582206
epoch,move legality,average reward,game len,off pol %
0,0.38489343317972347,-0.15377664170506913,4.625,0.3522129416282642
