epoch,move legality,average reward,game len,off pol %
9,0.31530294028278283,-0.17117426492930424,9.14375,0.20983976555772405
19,0.2981319160650272,-0.17546702098374317,6.80625,0.1990103239344197
29,0.28023768657719433,-0.17994057835570137,6.3625,0.19289489830326448
39,0.26535635483051523,-0.18366091129237117,5.725,0.17057244324017243
49,0.2943662992786753,-0.17640842518033104,6.28125,0.18608162469345763
59,0.28339638969952125,-0.17915090257511962,6.18125,0.18543945964275094
69,0.27784989671099963,-0.18053752582225008,6.25625,0.16150478664358286
79,0.2712563886129183,-0.18218590284677041,7.2375,0.18643888892715932
89,0.2619180217860392,-0.18452049455349023,7.275,0.1692850671000951
99,0.28750916774393487,-0.17812270806401614,6.2,0.18426791624275066
109,0.29398824118628664,-0.17650293970342823,5.99375,0.18973823079583205
119,0.2717722262372604,-0.182056943440685,5.5875,0.17043792685867148
129,0.27706584681456536,-0.18073353829635863,5.84375,0.173868939872819
139,0.2853810068448891,-0.17865474828877764,5.24375,0.15918692937666962
149,0.2701675484188484,-0.18245811289528788,7.20625,0.16779881593380225
159,0.29448732554904505,-0.17637816861273872,5.875,0.18048936049448958
169,0.29049047208884665,-0.17737738197778835,4.66875,0.171141982463302
179,0.2849222123488886,-0.17876944691277777,5.83125,0.16635090796486346
189,0.2874522449858858,-0.17813693875352857,5.23125,0.15730374060152635
199,0.28278692269443584,-0.179303269326391,5.85,0.1413640627847091
209,0.28344284007894915,-0.17913928998026268,5.8125,0.14402150011254775
219,0.28714884178776934,-0.1782127895530576,6.11875,0.1552893897953245
229,0.2553710210098521,-0.1861572447475369,6.28125,0.14188533767997408
239,0.27050990476337894,-0.18237252380915508,6.25625,0.1496285957925859
249,0.28240114439760516,-0.17939971390059864,5.3625,0.1536127384380033
259,0.2725173285520096,-0.18187066786199754,5.7625,0.16009525347179784
269,0.26708923247962213,-0.18322769188009436,6.49375,0.13429934619399164
279,0.26645233335194635,-0.18338691666201332,6.275,0.15181803461895693
289,0.26735205181368726,-0.1831619870465781,6.81875,0.15198365799008054
299,0.27021809975482874,-0.18244547506129277,5.25625,0.17027717956566277
309,0.2618039394462707,-0.18454901513843222,5.40625,0.14092631115520196
319,0.28573681734226525,-0.17856579566443367,6.1,0.1381064512066451
329,0.2896032948827065,-0.17759917627932337,6.61875,0.13880108902016702
339,0.27547564535221436,-0.18113108866194638,5.44375,0.13585132967796104
349,0.2764435553884336,-0.1808891111528917,5.3125,0.13966403837836078
359,0.2776927561056886,-0.18057681097357783,6.89375,0.13825829169022563
369,0.2872806884575784,-0.17817982788560532,4.4,0.14680921785252296
379,0.269937059337364,-0.182515735165659,5.98125,0.12938656862456901
389,0.27830788671280504,-0.18042302832179874,6.03125,0.1165670496413348
399,0.2678404784703732,-0.18303988038240662,6.25625,0.14066896841028212
409,0.2715057684139225,-0.18212355789651943,4.98125,0.12469616415339572
419,0.27285943623470077,-0.1817851409413248,5.2375,0.1325390311401589
429,0.27743452820618986,-0.18064136794845242,5.55625,0.11814029394246435
439,0.2738297733784153,-0.18154255665539604,6.13125,0.12238329713385392
449,0.2661078721492781,-0.18347303196268044,5.99375,0.12098521440437777
459,0.26157927240492085,-0.18460518189876984,5.81875,0.11796020406432636
469,0.2686397482131838,-0.182840062946704,5.29375,0.12427040527909687
479,0.2739250764127715,-0.1815187308968071,6.04375,0.12503442735216466
489,0.26811888654448296,-0.18297027836387922,5.8,0.10331992856925246
499,0.2666114707634856,-0.18334713230912844,4.94375,0.11255906387111039
509,0.27819389964556285,-0.18045152508860934,5.01875,0.12494203983812997
519,0.2617276601598806,-0.18456808496002974,5.90625,0.10570358886060069
529,0.2787068067652431,-0.1803232983086891,5.4625,0.10690793410103819
539,0.27775198174703325,-0.1805620045632416,5.5,0.10365674139448337
549,0.2723712106444738,-0.1819071973388816,5.8875,0.11930873894369634
559,0.28118671599145556,-0.17970332100213615,5.475,0.10651116851182303
569,0.25507215970807595,-0.18623196007298093,5.81875,0.10989177841773914
579,0.2684914116425959,-0.18287714708935104,5.1375,0.11304285335160011
589,0.269483239872256,-0.182629190031936,4.43125,0.09504779124834181
599,0.27174285306052115,-0.1820642867348697,5.425,0.09922953083503772
609,0.2645218286704703,-0.18386954283238238,5.2375,0.09698564688593905
619,0.26094568173237576,-0.18476357956690606,5.4375,0.08963168885162576
629,0.2518581492725394,-0.18703546268186513,5.3,0.10234121934207377
639,0.2546022857034643,-0.18634942857413378,5.6375,0.09301119626157692
649,0.26500135705878536,-0.18374966073530355,5.83125,0.10095655756054223
659,0.2633418702878909,-0.18416453242802716,5.50625,0.09567879788718019
669,0.256087689161837,-0.1859780777095407,5.9,0.09439725104474166
679,0.24869304417946117,-0.18782673895513452,5.00625,0.09884784717721012
689,0.27095272401387926,-0.18226181899653018,4.63125,0.08400766319094749
699,0.27577998584583,-0.18105500353854245,4.6125,0.09889294300619725
709,0.2673659441942221,-0.1831585139514445,6.09375,0.09379165771410575
719,0.2434570627262976,-0.18913573431842562,5.35625,0.09123300726725131
729,0.25463106787523354,-0.18634223303119163,5.49375,0.0890602403456074
739,0.25526377983554105,-0.18618405504111463,6.1625,0.07966257350176408
749,0.260967144340633,-0.18475821391484168,5.70625,0.10262022966068127
